CL-Name,UID,14-3-3-beta,14-3-3-epsilon,14-3-3-zeta,4E-BP1,4E-BP1_pS65,4E-BP1_pT37_T46,4E-BP1_pT70,ACC1,ACVRL1,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha-Catenin,AMPK-alpha,Annexin-1,Annexin-VII,AR,A-Raf_pS299,ASNS,ATM,Bad_pS112,Bak,Bax,Bcl2,Bcl-xL,Beclin,beta-Catenin,Bid,B-Raf,B-Raf_pS445,BRCA2,Caspase-8,Caveolin-1,CD20,CD31,CD49b,CDK1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,cIAP,c-Jun_pS73,c-Kit,Claudin-7,c-Met,c-Met_pY1235,c-Myc,Collagen-VI,C-Raf_pS338,Cyclin-B1,Cyclin-D1,Cyclin-E1,Cyclin-E2,DJ1,E-Cadherin,eEF2,eEF2K,EGFR,EGFR_pY1173,eIF4E,eIF4G,ER-alpha,ER-alpha_pS118,ERCC1,ERK2,Ets-1,FASN,Fibronectin,FoxM1,FoxO3a_pS318_S321,FRA-1,G6PD,Gab2,GAPDH,GATA3,GSK3_pS9,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,Heregulin,HSP70,IGFBP2,INPP4b,IRS1,Jak2,JNK_pT183_Y185,JNK2,Ku80,Lck,MAPK_pT202_Y204,MDM2_pS166,MEK1,MEK1_pS217_S221,MIG6,Mre11,MSH2,MSH6,mTOR,Myosin-IIa_pS1943,N-Cadherin,NDRG1_pT346,NF2,NF-kB-p65_pS536,Notch1,N-Ras,p21,p27,p27_pT157,p27_pT198,p38_MAPK,p53,p62-Lck-ligand,P70S6K,p70-S6K_pT389,p90RSK,p90RSK_pT359_S363,p90RSK_pT573,PAI-1,PARP-cleaved,Paxillin,P-Cadherin,PCNA,Pdcd4,PDK1,PDK1_pS241,PEA-15,PEA-15_pS116,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan_BetaII_pS660,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,Rad51,Raptor,Rb,Rb_pS807_S811,RBM15,Rictor,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2,SF2,Shc_pY317,SHP-2_pY542,Smac,Smad1,Smad3,Smad4,Snail,Src,Src_pY416,Src_pY527,Stat3,Stat3_pY705,STAT5-alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1,TTF1,VAV1,VEGFR-2,XBP1,XRCC1,YAP,YAP_pS127,YB1,YB1_pS102,Dvl3,FoxO3a,mTOR_pS2448,53BP1,PI3K-p85,Porin
HCC202,set19_1000,0.259970112,0.05019245900000002,-0.127347816,0.64635164,-0.321008742,0.0,0.765247986,-0.065671598,0.252863086,0.0,0.0,-0.21026733399999997,0.42453687100000004,0.8448762620000001,0.326378783,0.16269695099999998,0.27593112600000014,0.0,-0.6897295730000002,0.0,0.0,-0.25691602300000005,-0.028491311999999998,0.16966735500000002,0.16183943299999998,-0.173149467,0.02542008400000001,0.0,-0.09370746300000002,0.08995671200000001,-0.12056999299999999,0.0,0.0,0.10054173,0.418683009,0.0,0.121815899,0.0,0.0,-0.291182404,0.384508941,-0.05588276,-0.848087816,0.0,0.346628436,0.192631952,0.0,0.0,0.0,0.26379172700000003,0.24471161700000002,0.0,-0.813174923,0.11251958100000004,-0.06809862700000002,0.29217636199999997,0.0,0.0,0.0765599050000001,0.0,0.0,0.144005902,0.20977179799999998,-0.10417632199999999,0.0,-0.0053654240000000075,0.0,0.0,0.0,0.0,0.0,0.176600376,0.0,0.158102913,0.0,0.0,0.0,0.0,0.0,0.25104468099999977,-0.342020858,0.0,-1.22915354,0.08816373600000005,0.0,0.0,0.0,0.0,0.0,0.17500058500000004,0.0,-1.484560337,0.0,0.296131506,0.0,0.0,0.0,0.0,0.0,0.06923835599999995,0.0,0.0,0.0,0.049671497000000064,0.0,-0.17498275,-0.5578794490000001,0.0,1.0288791609999999,0.0,0.0,0.0,0.0,0.0,0.264508093,-0.314481416,0.0,0.0,0.0,2.1470928000000002,0.0,-0.337395428,-1.135906963,0.259078483,0.0,0.0,0.125769274,0.203905912,0.0,0.0,-1.129648877,0.0,0.41868041300000003,-0.04065382500000003,0.0,0.0,0.184341901,0.102576273,0.4522922669999998,0.22773870400000007,0.12351474600000004,0.0,0.0,0.040355240999999986,0.0,0.0,0.0,0.10271851700000012,0.37497070899999996,0.0,0.056950272999999996,0.0,-0.162386211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8160937,0.0,-0.3395087349999999,-0.820754603,-0.08586654500000002,0.0,0.0,-0.18395710899999995,0.0,0.27306606499999997,0.08588594799999999,-0.13617134199999992,-0.241964868,-0.238063336,0.06226137399999998,0.193278668,0.0,0.0,0.0,0.0,0.0,0.0,-0.279079605,0.0,0.29983527899999995,0.069523063,0.0,0.0,-0.39596341299999993
HCC202,set19_999,0.050806962,-0.03942339,-0.055103074,0.535259023,-0.250582544,0.0,0.57323026,0.262934962,0.149987015,0.0,0.0,-0.395004743,0.990302159,1.7880746250000001,0.10265931399999999,-0.040658094000000033,0.09963910399999998,0.0,-0.42937617699999997,0.0,0.0,0.2712107,-0.053617623999999996,0.017498978,0.052953731000000004,0.04954347200000009,-0.005845555000000002,0.0,-0.136651755,0.050051597,-0.020905600999999996,0.0,0.0,-0.050692089999999995,0.43342574500000003,0.0,0.216048305,0.0,0.0,0.163023215,0.49193356200000005,0.036824842999999996,-0.1184885750000002,0.0,0.052768130000000024,0.023040287999999992,0.0,0.0,0.0,-0.0007906999999999775,0.08049388800000001,0.0,-0.14854278599999998,-0.23375330500000002,-0.06274432899999993,0.075183984,0.0,0.0,-0.09108836399999998,0.0,0.0,0.004032321000000005,-0.057683926,-0.042054339999999996,0.0,0.17303925000000003,0.0,0.0,0.0,0.0,0.0,0.009973145000000017,0.0,0.08167342700000002,0.0,0.0,0.0,0.0,0.0,-0.05604944100000031,-0.284868156,0.0,-1.009965188,0.0075450340000000615,0.0,0.0,0.0,0.0,0.0,0.06346255600000017,0.0,-1.5797568499999999,0.0,0.042766512000000007,0.0,0.0,0.0,0.0,0.0,0.037576141999999924,0.0,0.0,0.0,0.11485551700000007,0.0,-0.245014711,-0.710858431,0.0,-0.451046709,0.0,0.0,0.0,0.0,0.0,-0.020230933000000006,-0.09499513999999998,0.0,0.0,0.0,2.056860195,0.0,-0.205835595,-1.2795234720000002,0.027353322,0.0,0.0,0.203437427,-0.022926244999999998,0.0,0.0,-0.11347849399999999,0.0,0.164160413,-0.0026750960000000157,0.0,0.0,-0.063567234,0.067381182,0.30764593099999993,-0.1286791519999999,-0.03117951999999999,0.0,0.0,-0.195914286,0.0,0.0,0.0,-0.012682753999999963,-0.05223581900000002,0.0,0.056785710000000045,0.0,-0.00451887799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24689410699999992,0.0,-0.254931496,-0.02561242500000005,0.170676139,0.0,0.0,0.13113208700000004,0.0,-0.052959981,0.01511538999999995,-0.026311065000000022,-0.059721419,-0.088724389,0.17131374300000002,0.034062450999999994,0.0,0.0,0.0,0.0,0.0,0.0,-0.02714398700000001,0.0,-0.11809652500000001,0.0013957050000000248,0.0,0.0,-0.22521928199999997
HCC202,set19_998,0.161867176,-0.22053807199999997,0.028417192000000008,0.395815427,-0.21133869100000002,0.0,0.693232855,0.5578925459999999,0.08910230899999999,0.0,0.0,0.216970159,-1.697685594,-1.7752317299999998,0.12300369700000001,0.13033026399999997,0.027817541000000112,0.0,-0.3620568510000002,0.0,0.0,-0.4786869,0.18062529900000002,0.19922635100000002,0.172180121,0.008215159999999999,0.08815178200000001,0.0,0.255497343,0.055594082,0.085857599,0.0,0.0,-0.05758828199999999,0.08327476600000006,0.0,0.200778393,0.0,0.0,-0.13730533,0.100265028,0.121981599,-1.17177736,0.0,0.46552866,0.007246627999999991,0.0,0.0,0.0,0.325071296,0.21240272400000001,0.0,-0.484649582,0.11412727500000003,-0.007564451999999999,0.151042705,0.0,0.0,0.154476673,0.0,0.0,0.21293368399999998,4.619100000000098e-05,-0.013511716999999979,0.0,-0.157043771,0.0,0.0,0.0,0.0,0.0,0.02312898400000002,0.0,0.233968367,0.0,0.0,0.0,0.0,0.0,0.5053248669999997,-0.062781168,0.0,-0.5092361990000001,-0.004074198999999945,0.0,0.0,0.0,0.0,0.0,0.14236306200000004,0.0,-0.004706182000000059,0.0,0.23777367100000002,0.0,0.0,0.0,0.0,0.0,0.131918561,0.0,0.0,0.0,-0.07144729999999999,0.0,0.06205100899999999,-0.5467623850000001,0.0,1.111037389,0.0,0.0,0.0,0.0,0.0,0.36565994,0.03929212100000001,0.0,0.0,0.0,1.971169636,0.0,0.03723754200000001,-0.8085126460000001,0.169238324,0.0,0.0,-0.125578835,0.068169435,0.0,0.0,-0.554260252,0.0,0.257559046,0.058837433999999966,0.0,0.0,0.037525507,0.017651765,0.30787675699999983,0.2146834230000001,0.152126108,0.0,0.0,-0.004433337000000009,0.0,0.0,0.0,0.11058423800000006,0.29680263399999995,0.0,-0.04123293699999997,0.0,-0.242226336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.071920744,0.0,-0.10288248899999997,-0.607295001,-0.3021482619999999,0.0,0.0,-0.20680617699999998,0.0,0.260914496,0.085347909,0.06913166000000004,0.03855230500000001,-0.104540814,-0.218956639,0.177809934,0.0,0.0,0.0,0.0,0.0,0.0,-0.19853298600000002,0.0,-0.400640626,0.203952446,0.0,0.0,-0.373853003
HCC202,set19_1022,0.20983452000000002,-0.0006565109999999985,0.125266945,0.430338854,-0.38858865400000003,0.0,0.084794925,0.327544705,0.20340304399999998,0.0,0.0,0.21224214000000002,-3.037856618,-2.6547203159999997,0.219505328,0.16967821,0.20513301200000011,0.0,-0.2546705300000003,0.0,0.0,-0.15263676199999998,-0.046549933999999994,0.21965362100000002,0.305046588,0.10157553500000005,0.294223947,0.0,0.024653942999999956,0.195498324,0.02302388500000002,0.0,0.0,0.340879102,0.23730731700000002,0.0,0.140137321,0.0,0.0,0.026543332999999995,1.171959424,0.202835561,-0.5592972980000002,0.0,0.325548403,0.14325491299999998,0.0,0.0,0.0,-0.040131175999999935,0.179944441,0.0,-0.40008221000000005,-0.226524249,0.08876946800000007,0.151966001,0.0,0.0,0.15132054000000017,0.0,0.0,0.278098873,0.006669592000000002,0.21675090300000002,0.0,0.037894827000000006,0.0,0.0,0.0,0.0,0.0,0.09101605900000001,0.0,0.288756461,0.0,0.0,0.0,0.0,0.0,-0.31752914900000007,-0.015994868000000002,0.0,-0.919381733,0.03697396400000019,0.0,0.0,0.0,0.0,0.0,0.08195164100000008,0.0,0.13097628299999997,0.0,0.252743892,0.0,0.0,0.0,0.0,0.0,0.228017439,0.0,0.0,0.0,-0.013508321999999962,0.0,-0.03526077699999999,-0.960463171,0.0,1.306028669,0.0,0.0,0.0,0.0,0.0,0.22705597499999997,0.15071095499999998,0.0,0.0,0.0,2.212163403,0.0,0.05472916499999997,-1.250015887,0.181706353,0.0,0.0,0.09685335299999998,-1.048652273,0.0,0.0,-0.570901527,0.0,0.283924089,0.15646106499999995,0.0,0.0,0.03461697699999999,0.220953638,0.420483886,0.1284094010000001,0.112509251,0.0,0.0,0.05190814399999999,0.0,0.0,0.0,0.07661323600000014,0.184345074,0.0,-0.01638284099999998,0.0,-0.146183901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0260419619999999,0.0,-0.015506295000000003,-0.32798144099999993,-0.205224372,0.0,0.0,0.023842527000000002,0.0,0.112066643,0.16617801799999998,0.11450350100000001,0.04991922300000001,-0.071433994,0.16426503000000003,0.12291507999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.02367944999999999,0.0,0.492027882,0.109449972,0.0,0.0,-0.24161303700000003
HCC202,set19_1024,0.22114614,0.086334624,0.142322554,0.762363212,-0.45401109100000003,0.0,-0.08675855199999999,0.14978282099999995,0.136404159,0.0,0.0,0.091862842,-0.855750783,0.3524019890000001,0.19150833,0.13065938799999993,0.27283233100000004,0.0,-0.51819974,0.0,0.0,0.003975078999999937,-0.107102111,0.087168513,0.250489214,0.09076538200000006,0.21800379900000003,0.0,-0.07727565300000003,0.09269614200000001,0.02407268300000004,0.0,0.0,-0.017870493999999987,0.26864530000000003,0.0,0.183467437,0.0,0.0,-0.206024,0.219339276,0.08616132200000001,-0.4357015610000001,0.0,0.42697493899999994,0.140120201,0.0,0.0,0.0,-0.11250629999999995,0.16327236500000003,0.0,-0.753946097,-0.378423105,-0.030305124999999933,0.227536958,0.0,0.0,-0.016260359999999974,0.0,0.0,0.14356687999999998,0.039311966999999996,0.03815284100000002,0.0,0.335319562,0.0,0.0,0.0,0.0,0.0,0.11569974999999999,0.0,0.04378396000000001,0.0,0.0,0.0,0.0,0.0,-0.31053967300000007,-0.112928451,0.0,-1.748594811,0.029777841000000027,0.0,0.0,0.0,0.0,0.0,-0.006268452999999896,0.0,-1.256113809,0.0,0.262467912,0.0,0.0,0.0,0.0,0.0,0.162607689,0.0,0.0,0.0,-0.012667340999999999,0.0,-0.145864952,-1.074219658,0.0,1.184786056,0.0,0.0,0.0,0.0,0.0,0.279136429,-0.03888117099999999,0.0,0.0,0.0,2.172130107,0.0,-0.167294528,-1.374814417,0.101618524,0.0,0.0,0.20130716999999998,0.27067137399999996,0.0,0.0,-0.596065249,0.0,0.322932609,0.006564650000000005,0.0,0.0,0.129454298,0.185498432,0.4749224889999999,0.09823066800000002,0.010606195000000013,0.0,0.0,0.07998862600000001,0.0,0.0,0.0,-0.06358436099999998,0.16779630199999995,0.0,-0.021792687000000033,0.0,-0.20364225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062703107,0.0,-0.08259916099999987,0.483698516,0.10664037299999996,0.0,0.0,0.20037529000000004,0.0,0.10625230899999999,0.058525710999999925,0.08060781600000005,-0.06773800599999996,-0.16508938099999998,0.15745589999999998,0.11816202099999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.109103371,0.0,0.009506820000000027,0.131873506,0.0,0.0,-0.643493816
HCC202,set19_1042,0.210677073,-0.060880356999999996,0.589210001,0.564702375,-0.30802560900000003,0.0,-0.19560527400000002,-0.49482048700000003,0.164804363,0.0,0.0,0.32593440300000004,-2.619059937,-2.161128194,0.30295798,0.25497621899999995,0.3697412449999997,0.0,-0.2477620060000003,0.0,0.0,-0.998207185,-0.229183744,0.16836403700000002,0.473830877,0.23339208500000003,0.693792009,0.0,0.32722944699999995,0.089235338,0.197870298,0.0,0.0,0.365537225,0.10261742200000001,0.0,0.41422912200000006,0.0,0.0,0.583744509,-0.032529862,0.451838732,-1.5186203230000002,0.0,0.508211864,0.08844371399999999,0.0,0.0,0.0,-0.07745358299999994,0.229226744,0.0,-0.254843685,-0.576847672,0.11879773500000002,0.17874106,0.0,0.0,0.34144915900000017,0.0,0.0,0.412035825,0.061818964000000004,0.31936116400000003,0.0,-0.49207661599999997,0.0,0.0,0.0,0.0,0.0,0.09133424300000001,0.0,0.18750644600000002,0.0,0.0,0.0,0.0,0.0,-0.0008679490000003121,0.24669698299999998,0.0,-0.843777447,0.20133189100000015,0.0,0.0,0.0,0.0,0.0,0.16625127900000014,0.0,0.13347133,0.0,0.182204268,0.0,0.0,0.0,0.0,0.0,0.409821485,0.0,0.0,0.0,0.005204511000000078,0.0,0.35703766100000006,-1.428584879,0.0,1.40297453,0.0,0.0,0.0,0.0,0.0,0.36356551800000003,0.28679415100000005,0.0,0.0,0.0,2.292354672,0.0,0.344356296,-1.0764509530000002,0.220758128,0.0,0.0,-0.33411390100000005,0.29356093299999997,0.0,0.0,-0.9097861869999999,0.0,0.08312712500000001,0.31109160299999994,0.0,0.0,0.137890191,-0.07937813600000002,0.47508911499999984,0.16206372600000007,0.09957933,0.0,0.0,0.244926873,0.0,0.0,0.0,0.05241665700000009,0.423163227,0.0,0.033703234000000026,0.0,-0.072897668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4379742819999999,0.0,0.6854965829999999,-0.876716125,-0.2745265330000001,0.0,0.0,-0.5298410029999999,0.0,0.33676393699999996,0.31948021499999996,-0.19457534599999993,0.22059492100000005,0.226027069,-0.494642121,0.351642966,0.0,0.0,0.0,0.0,0.0,0.0,0.883666111,0.0,-0.207563396,0.300349201,0.0,0.0,-0.79281485
HCC202,set19_1043,-0.031414315,-0.19298012999999997,0.359864384,0.325182345,-0.28093186800000003,0.0,-0.038629022999999985,-0.16243839800000004,-0.06652447000000002,0.0,0.0,-0.633973244,1.279461313,2.228863503,0.115813909,0.084430104,-0.13834431800000013,0.0,-0.04541127700000036,0.0,0.0,-1.0731321120000001,-0.068969905,0.039865122,0.419758146,0.14012567900000006,0.592511048,0.0,0.33320462999999995,-0.016016753,0.204183734,0.0,0.0,0.21879129200000003,-0.10021440100000001,0.0,0.134457454,0.0,0.0,0.15981224,0.10325086,0.321276019,-0.9001322970000001,0.0,0.15616670899999996,-0.21639783099999998,0.0,0.0,0.0,-0.100289815,0.17481759200000002,0.0,-0.15110176399999997,-0.296015288,-0.004782121999999944,0.04829766099999999,0.0,0.0,0.23124778600000018,0.0,0.0,0.22729059199999999,-0.017438702,0.204494101,0.0,-0.285215137,0.0,0.0,0.0,0.0,0.0,0.031675708000000025,0.0,0.053318582,0.0,0.0,0.0,0.0,0.0,0.09270374699999984,0.15217034000000002,0.0,-0.778105483,0.08908187200000017,0.0,0.0,0.0,0.0,0.0,0.142551125,0.0,0.02416528799999995,0.0,0.015661176000000006,0.0,0.0,0.0,0.0,0.0,0.29995095699999996,0.0,0.0,0.0,-0.17874509699999996,0.0,0.286833784,-0.8383018680000001,0.0,1.380378357,0.0,0.0,0.0,0.0,0.0,0.257163147,0.345520924,0.0,0.0,0.0,2.15636774,0.0,0.26724814999999996,-0.879450989,0.044171896,0.0,0.0,-0.20415418800000001,0.138403765,0.0,0.0,-0.43392096999999996,0.0,-0.005157758999999984,0.268864848,0.0,0.0,0.024129809000000002,-0.054172236,0.30092248599999993,0.02803866900000007,0.07192195900000001,0.0,0.0,0.12125480500000002,0.0,0.0,0.0,0.004074414000000082,0.28115865100000004,0.0,-0.10508134299999994,0.0,-0.285474218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.480653796,0.0,0.8516095950000002,-0.60333282,-0.31585206600000004,0.0,0.0,-0.18874466099999998,0.0,0.06716364999999999,0.11797494799999997,0.517424772,0.18407932200000005,0.076361092,-0.08310858599999998,0.18456724599999996,0.0,0.0,0.0,0.0,0.0,0.0,0.951521456,0.0,-0.214611575,0.16644166000000002,0.0,0.0,-0.575762227
HCC202,set19_1044,0.009462525,-0.31253579800000003,0.592781035,0.501783126,-0.526515076,0.0,-0.30980014199999995,-0.240601689,0.06737097,0.0,0.0,0.319887187,-0.610273337,0.754669509,0.21729195300000004,-0.015574624000000037,0.23477218599999983,0.0,-0.1937840719999997,0.0,0.0,-0.39446915200000005,-0.274511775,0.142544752,0.5264852170000001,0.302751737,0.7819094129999999,0.0,0.554413914,0.01788167,0.347909204,0.0,0.0,0.267338796,-0.08821572099999997,0.0,0.228254749,0.0,0.0,-0.131743542,-0.0036930390000000004,0.508357784,-0.8663171030000001,0.0,0.16414555899999994,-0.076231253,0.0,0.0,0.0,-0.23497144999999997,0.171327911,0.0,-0.17331773699999997,-0.8155000219999999,-0.15436125999999994,0.015256855999999985,0.0,0.0,0.4938630770000001,0.0,0.0,0.17905744199999998,-0.099256591,0.491107607,0.0,-0.418663346,0.0,0.0,0.0,0.0,0.0,-0.05036621800000002,0.0,0.076382014,0.0,0.0,0.0,0.0,0.0,0.18505135599999978,0.266449367,0.0,-1.785107151,0.15690963600000019,0.0,0.0,0.0,0.0,0.0,-0.01188642299999998,0.0,0.113105864,0.0,0.073193113,0.0,0.0,0.0,0.0,0.0,0.317865794,0.0,0.0,0.0,-0.16229167299999997,0.0,0.345758559,-1.850376333,0.0,1.442384448,0.0,0.0,0.0,0.0,0.0,0.13203862,0.507011874,0.0,0.0,0.0,2.211031723,0.0,0.49789276600000004,-1.3742901390000002,0.070290002,0.0,0.0,-0.14169282300000002,0.160651242,0.0,0.0,-0.22320908299999997,0.0,0.05295110300000001,0.481522876,0.0,0.0,-0.07697747099999999,0.44176104000000005,0.35825069399999987,0.11234198500000003,0.06855970600000003,0.0,0.0,0.05545708599999999,0.0,0.0,0.0,0.05062821800000006,0.195864154,0.0,-0.14768715999999993,0.0,-0.174306601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.269002746,0.0,0.9478311220000002,-0.467333015,-0.18991346200000003,0.0,0.0,-0.6043424989999999,0.0,0.065215726,-1.0775917750000001,0.41865411900000005,0.18901112700000006,0.21179862000000002,-0.18372812300000002,0.31935400399999997,0.0,0.0,0.0,0.0,0.0,0.0,0.903883003,0.0,-0.27348263500000003,0.423134,0.0,0.0,-0.852605773
HCC202,set19_1046,0.045085470999999995,-0.164082724,0.494317021,0.225176932,-0.58790768,0.0,-0.132703502,0.195944905,-0.28256894400000004,0.0,0.0,0.324960627,-2.353991552,-2.398768629,0.024082657999999993,-0.07368998200000004,-0.01830157000000021,0.0,-0.7215703920000003,0.0,0.0,-0.42600567300000003,-0.247439561,0.224650423,0.295882429,0.21197126300000002,0.709707386,0.0,0.7057448289999999,-2.438890289,0.241178522,0.0,0.0,-0.02063973899999999,-0.5682652619999999,0.0,0.16791054,0.0,0.0,-0.13755286,0.08823369,0.420448532,-0.7706401040000002,0.0,-0.15302066800000003,0.07932818400000001,0.0,0.0,0.0,-0.13653612699999995,0.09583091000000002,0.0,-0.478589554,-0.7802412919999999,-0.343796596,0.11843535999999999,0.0,0.0,0.45093047600000014,0.0,0.0,0.19213368899999997,-0.08054161000000001,0.43511979,0.0,-0.10070883500000001,0.0,0.0,0.0,0.0,0.0,-0.0013023349999999878,0.0,0.14952227,0.0,0.0,0.0,0.0,0.0,0.8379604839999999,-0.162022718,0.0,-0.5896596080000001,0.13259761400000003,0.0,0.0,0.0,0.0,0.0,-0.009937366999999808,0.0,0.10436007399999991,0.0,0.10171413700000001,0.0,0.0,0.0,0.0,0.0,0.239904489,0.0,0.0,0.0,-0.10965787199999999,0.0,0.33311462500000005,-0.966765525,0.0,-0.7137460840000001,0.0,0.0,0.0,0.0,0.0,0.045321885000000006,0.31778589199999996,0.0,0.0,0.0,2.218291504,0.0,0.21359584399999998,-1.1116164720000001,1.4448999999999712e-05,0.0,0.0,0.056939351,0.08634961,0.0,0.0,-0.374885677,0.0,0.139890583,0.270838877,0.0,0.0,-0.14842705500000003,0.38492002599999997,0.2628614709999999,0.03390105200000004,-0.009544992999999974,0.0,0.0,-0.06849638,0.0,0.0,0.0,-0.09126724599999991,0.186930567,0.0,-0.05326716399999998,0.0,-0.16895191799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.173861735,0.0,0.6967428030000002,-0.536614638,-0.04039145799999999,0.0,0.0,0.18349529000000003,0.0,0.250414252,-0.01974567599999999,0.17390932200000003,-0.06293237699999998,0.115191506,-0.04738785700000003,0.17586454699999998,0.0,0.0,0.0,0.0,0.0,0.0,0.540234419,0.0,-0.02536651299999998,0.502401288,0.0,0.0,-1.180757851
HCC202,set19_1047,-0.015715569999999998,0.040729668000000024,0.361242543,0.238136486,-0.591018196,0.0,-0.184147131,-0.177049868,-0.26657500100000003,0.0,0.0,-0.806414191,1.373715379,2.192528931,-0.094839222,-0.19338147200000003,0.16444327299999983,0.0,-0.6364822339999998,0.0,0.0,-0.14698249200000002,-0.186424364,0.071159944,0.26343774,0.05281747300000006,0.6483216540000001,0.0,0.34524832899999996,-0.071606756,-0.02089900899999997,0.0,0.0,0.11093662199999998,0.36620050400000004,0.0,0.741331675,0.0,0.0,-0.345778689,0.090275466,0.325222788,-0.40714108400000004,0.0,-0.051219995000000074,-0.0012449280000000063,0.0,0.0,0.0,-0.16345181200000003,0.06683581200000002,0.0,-0.45024416799999994,-0.48645700199999997,-0.18305686300000001,0.055141262999999996,0.0,0.0,0.20556105300000005,0.0,0.0,0.287195756,0.117810529,0.15137223100000002,0.0,0.195307748,0.0,0.0,0.0,0.0,0.0,0.010338173999999978,0.0,0.175133847,0.0,0.0,0.0,0.0,0.0,0.39853762299999973,-0.18765775899999998,0.0,-1.212440744,-0.0936383369999998,0.0,0.0,0.0,0.0,0.0,-0.004533048999999956,0.0,-0.935224211,0.0,0.17347885899999999,0.0,0.0,0.0,0.0,0.0,0.15563986799999996,0.0,0.0,0.0,-0.202008904,0.0,0.11936312100000002,-0.7417764950000001,0.0,1.716080633,0.0,0.0,0.0,0.0,0.0,0.024575101000000044,0.052836086999999976,0.0,0.0,0.0,2.103420466,0.0,-0.008649115000000013,-1.21505199,-0.115123138,0.0,0.0,0.230033209,-0.038196859,0.0,0.0,-0.5363278579999999,0.0,0.08943999300000001,0.226854214,0.0,0.0,-0.11634014199999998,0.068945439,0.33663794299999994,-0.0842390999999999,-0.10084452299999999,0.0,0.0,-0.045482247,0.0,0.0,0.0,-0.08062134899999995,0.11509406499999997,0.0,-0.11977690099999994,0.0,-0.239483104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24758349000000002,0.0,0.728900887,-0.3280745460000001,-0.10661116999999998,0.0,0.0,0.25754914700000003,0.0,0.23430855499999997,-0.017106712000000024,0.34962538000000004,-0.085511124,-0.043314026000000005,0.12461577400000001,0.06533351499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9824601399999999,0.0,-0.330893463,0.352014475,0.0,0.0,-0.622941273
